CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,SRVC75,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,LOC5
12151,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
12152,TN,1,1,2,,1,1,0,1,1,0,,,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,1,1,1,0,,,,,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
12153,TN,1,1,6,1,1,1,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,0,,,,,1,0,0,1,1,1,0,1,0,D,0,0,0,1,1,D,0
12154,TN,1,1,1,,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12155,TN,1,1,1,,0,1,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,D,1,0,0
12156,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,D,1
12157,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12158,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,1
12159,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,1
12160,TN,1,1,1,,0,1,0,1,0,0,0,2,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
12161,TN,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,D,0
12162,TN,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,0,,,1,0,1,1,0,0,,,,,,1,1,0,1,1,1,1,1,1,D,0
12163,TN,1,1,1,,1,1,0,0,1,0,0,2,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,,,1,1,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,1,0,1
12164,TN,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
12165,TN,1,1,1,,1,1,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,D,0
12166,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,1,1,0,1,0,0,0,0,0,D,1
12167,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,1,1,0,1,0,0,0,0,0,0,1
12168,TN,1,1,1,,1,1,0,1,1,0,0,2,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,1,1,1,1,0,0,,,,,,0,0,0,1,0,0,0,1,1,0,0
12169,TN,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,1,1,0,1,D,0
12170,TN,0,1,1,,0,0,1,1,1,1,1,3,2,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12171,TN,1,1,1,,1,1,0,0,1,0,0,2,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,,1,1,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,1,0,1
12172,TN,0,1,1,,0,1,0,0,1,0,,,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,1,0,1
12173,TN,0,1,1,,0,1,0,0,0,0,,,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
12174,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,1,0,,,,,,0,1,1,0,0,0,0,0,0,0,0
12175,TN,1,1,1,,0,1,0,1,1,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0
12176,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
12177,TN,0,1,1,,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0
12178,TN,0,1,1,,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,D,0
12179,TN,1,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0
12180,TN,0,1,1,,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
12181,TN,1,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,D,1
12182,TN,0,1,2,,1,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0
12183,TN,1,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,1,1,0,0,,,0,,,,,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,D,1
12184,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,1
12185,TN,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,D,0
12186,TN,1,1,6,1,1,1,0,1,0,0,0,3,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,D,1,1,1,1,1,D,1
12187,TN,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12188,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,,,,,,1,0,0,1,0,0,0,0,0,0,0
12189,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,,,0,,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
12190,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12191,TN,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
12192,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,0,0,1,0,,,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12193,TN,1,1,2,,1,1,0,1,1,0,0,2,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0
12194,TN,0,1,1,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,1,1,D,0,1,0,0
12195,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
12196,TN,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
12197,TN,1,1,1,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
12198,TN,1,1,2,,0,0,0,1,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,1,1,1,1,0,0,,,,,,1,0,0,1,0,0,1,0,1,0,0
12199,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
12200,TN,0,1,2,,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
12201,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
12202,TN,1,1,1,,0,1,0,1,0,0,0,2,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
12203,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,1,1,1,0,0,0,0,0,0,0,1
12204,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12205,TN,0,1,1,,0,1,0,1,0,0,0,1,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0
12206,TN,0,1,2,,0,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12207,TN,0,1,2,,0,1,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12208,TN,0,1,2,,0,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12209,TN,1,1,2,,1,0,0,1,0,0,0,3,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,0,0,,,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
12210,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,,,0,,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
12211,TN,0,1,2,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
12212,TN,0,1,1,,0,0,0,0,0,0,,,2,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
12213,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,D,1,1,0,1,0,0
12214,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,D,1
12215,TN,0,1,1,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
12216,TN,0,1,2,,1,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
12217,TN,1,1,2,,1,1,0,1,0,0,0,2,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
12218,TN,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
12219,TN,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
12220,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
12221,TN,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
12222,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,D,0
12223,TN,0,1,2,,0,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
12224,TN,0,1,1,,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,D,0
12225,TN,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
12226,TN,1,1,1,,1,0,1,1,1,0,0,3,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,1,1,1,0,,,,,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0
12227,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,D,D,1,D,0
12228,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
12229,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12230,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12231,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12232,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12233,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
12234,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12235,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
12236,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12237,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12238,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12239,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12240,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12241,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12242,TN,0,1,2,,1,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
12243,TN,1,1,2,,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,D,0
12244,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
12245,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12246,TN,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,D,0
12247,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,D,0
12248,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12249,TN,0,1,2,,0,0,0,1,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,1
12250,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12251,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12252,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12253,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12254,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12255,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12256,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12257,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
12258,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
